"TICKET","TRANSACTION DATE","TRANSACTION TYPE","DETAILS","INSTRUMENT","PRICE","UNITS","DIRECTION","SPREAD COST","STOP LOSS","TAKE PROFIT","TRAILING STOP","FINANCING","COMMISSION","CONVERSION RATE","PL","AMOUNT","BALANCE"
"203","2026-06-08 00:39:48 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"204","2026-06-08 00:39:48 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Sell","","","","","","","","","",""
"205","2026-06-08 00:39:48 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"206","2026-06-08 00:39:48 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Sell","","","","","","","","","",""
"207","2026-06-08 00:39:48 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"208","2026-06-08 00:39:48 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Buy","","","","","","","","","",""
"209","2026-06-08 00:39:48 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"210","2026-06-08 00:39:48 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Buy","","","","","","","","","",""
"211","2026-06-08 00:39:48 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"212","2026-06-08 00:39:48 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Buy","","","","","","","","","",""
"213","2026-06-08 00:39:48 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"214","2026-06-08 00:39:48 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Sell","","","","","","","","","",""
"215","2026-06-08 00:39:48 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"216","2026-06-08 00:39:48 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Buy","","","","","","","","","",""
"217","2026-06-08 00:39:48 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"218","2026-06-08 00:39:48 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Buy","","","","","","","","","",""
"219","2026-06-08 00:39:48 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"220","2026-06-08 00:39:48 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Sell","","","","","","","","","",""
"221","2026-06-08 00:39:48 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"222","2026-06-08 00:39:48 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Buy","","","","","","","","","",""
"223","2026-06-08 00:39:48 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"224","2026-06-08 00:39:48 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Buy","","","","","","","","","",""
"225","2026-06-08 00:39:48 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"226","2026-06-08 00:39:48 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Sell","","","","","","","","","",""
"227","2026-06-08 00:39:48 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"228","2026-06-08 00:39:48 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Buy","","","","","","","","","",""
"229","2026-06-08 00:39:48 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"230","2026-06-08 00:39:48 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Sell","","","","","","","","","",""
"231","2026-06-08 00:39:48 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"232","2026-06-08 00:39:48 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Sell","","","","","","","","","",""
"233","2026-06-08 00:39:48 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"234","2026-06-08 00:39:49 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Buy","","","","","","","","","",""
"235","2026-06-08 00:39:49 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"236","2026-06-08 00:39:49 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Sell","","","","","","","","","",""
"237","2026-06-08 00:39:49 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"238","2026-06-08 00:39:49 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Buy","","","","","","","","","",""
"239","2026-06-08 00:39:49 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"240","2026-06-08 00:39:49 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Buy","","","","","","","","","",""
"241","2026-06-08 00:39:49 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"242","2026-06-08 00:39:49 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Buy","","","","","","","","","",""
"243","2026-06-08 00:39:49 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"244","2026-06-08 00:39:49 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Sell","","","","","","","","","",""
"245","2026-06-08 00:39:49 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"246","2026-06-08 00:39:49 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Sell","","","","","","","","","",""
"247","2026-06-08 00:39:49 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"248","2026-06-08 00:39:49 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Sell","","","","","","","","","",""
"249","2026-06-08 00:39:49 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"250","2026-06-08 00:39:49 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Sell","","","","","","","","","",""
"251","2026-06-08 00:39:49 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"252","2026-06-08 00:39:49 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Buy","","","","","","","","","",""
"253","2026-06-08 00:39:49 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"254","2026-06-08 00:39:49 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Buy","","","","","","","","","",""
"255","2026-06-08 00:39:49 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"256","2026-06-08 00:39:49 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Buy","","","","","","","","","",""
"257","2026-06-08 00:39:49 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"258","2026-06-08 00:39:49 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Buy","","","","","","","","","",""
"259","2026-06-08 00:39:49 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"260","2026-06-08 00:39:49 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Sell","","","","","","","","","",""
"261","2026-06-08 00:39:49 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"262","2026-06-08 00:39:49 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Sell","","","","","","","","","",""
"263","2026-06-08 00:39:49 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"264","2026-06-08 00:39:49 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Sell","","","","","","","","","",""
"265","2026-06-08 00:39:49 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"266","2026-06-08 00:39:49 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Buy","","","","","","","","","",""
"267","2026-06-08 00:39:49 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"268","2026-06-08 00:39:49 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Sell","","","","","","","","","",""
"269","2026-06-08 00:39:49 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"270","2026-06-08 00:39:49 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Buy","","","","","","","","","",""
"271","2026-06-08 00:39:49 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"272","2026-06-08 00:39:49 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Buy","","","","","","","","","",""
"273","2026-06-08 00:39:49 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"274","2026-06-08 00:39:49 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Buy","","","","","","","","","",""
"275","2026-06-08 00:39:49 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"276","2026-06-08 00:39:49 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Sell","","","","","","","","","",""
"277","2026-06-08 00:39:49 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"278","2026-06-08 00:39:49 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Sell","","","","","","","","","",""
"279","2026-06-08 00:39:49 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"280","2026-06-08 00:39:49 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Sell","","","","","","","","","",""
"281","2026-06-08 00:39:49 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"282","2026-06-08 00:39:49 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Buy","","","","","","","","","",""
"283","2026-06-08 00:39:49 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"284","2026-06-08 00:39:49 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Buy","","","","","","","","","",""
"285","2026-06-08 00:39:49 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"286","2026-06-08 00:39:49 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Buy","","","","","","","","","",""
"287","2026-06-08 00:39:49 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"288","2026-06-08 00:39:49 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Sell","","","","","","","","","",""
"289","2026-06-08 00:39:49 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"290","2026-06-08 00:39:49 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Sell","","","","","","","","","",""
"291","2026-06-08 00:39:49 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"292","2026-06-08 00:39:49 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Buy","","","","","","","","","",""
"293","2026-06-08 00:39:49 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"294","2026-06-08 00:39:49 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Sell","","","","","","","","","",""
"295","2026-06-08 00:39:49 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"296","2026-06-08 00:39:49 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Sell","","","","","","","","","",""
"297","2026-06-08 00:39:49 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"298","2026-06-08 00:39:49 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Buy","","","","","","","","","",""
"299","2026-06-08 00:39:49 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"300","2026-06-08 00:39:49 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Buy","","","","","","","","","",""
"301","2026-06-08 00:39:49 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"302","2026-06-08 00:39:49 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Buy","","","","","","","","","",""
"303","2026-06-08 00:39:49 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"304","2026-06-08 00:39:49 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Buy","","","","","","","","","",""
"305","2026-06-08 00:39:49 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"306","2026-06-08 00:39:49 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Sell","","","","","","","","","",""
"307","2026-06-08 00:39:49 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"308","2026-06-08 00:39:49 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Sell","","","","","","","","","",""
"309","2026-06-08 00:39:49 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"310","2026-06-08 00:39:49 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Sell","","","","","","","","","",""
"311","2026-06-08 00:39:49 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"312","2026-06-08 00:39:49 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Sell","","","","","","","","","",""
"313","2026-06-08 00:39:49 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"314","2026-06-08 00:39:49 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Sell","","","","","","","","","",""
"315","2026-06-08 00:39:49 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"316","2026-06-08 00:39:49 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Buy","","","","","","","","","",""
"317","2026-06-08 00:39:49 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"318","2026-06-08 00:39:49 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Sell","","","","","","","","","",""
"319","2026-06-08 00:39:49 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"320","2026-06-08 00:39:49 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Buy","","","","","","","","","",""
"321","2026-06-08 00:39:49 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"322","2026-06-08 00:39:49 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Buy","","","","","","","","","",""
"323","2026-06-08 00:39:49 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"324","2026-06-08 00:39:49 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Buy","","","","","","","","","",""
"325","2026-06-08 00:39:49 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"326","2026-06-08 00:39:49 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Buy","","","","","","","","","",""
"327","2026-06-08 00:39:49 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"328","2026-06-08 00:39:50 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Sell","","","","","","","","","",""
"329","2026-06-08 00:39:50 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"330","2026-06-08 00:39:50 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Sell","","","","","","","","","",""
"331","2026-06-08 00:39:50 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"332","2026-06-08 00:39:50 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Sell","","","","","","","","","",""
"333","2026-06-08 00:39:50 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"334","2026-06-08 00:39:50 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Buy","","","","","","","","","",""
"335","2026-06-08 00:39:50 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"336","2026-06-08 00:39:50 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Sell","","","","","","","","","",""
"337","2026-06-08 00:39:50 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"338","2026-06-08 00:39:50 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Sell","","","","","","","","","",""
"339","2026-06-08 00:39:50 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"340","2026-06-08 00:39:50 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Sell","","","","","","","","","",""
"341","2026-06-08 00:39:50 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"342","2026-06-08 00:39:50 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Buy","","","","","","","","","",""
"343","2026-06-08 00:39:50 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"344","2026-06-08 00:39:50 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Buy","","","","","","","","","",""
"345","2026-06-08 00:39:50 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"346","2026-06-08 00:39:50 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Buy","","","","","","","","","",""
"347","2026-06-08 00:39:50 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"348","2026-06-08 00:39:50 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Buy","","","","","","","","","",""
"349","2026-06-08 00:39:50 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"350","2026-06-08 00:39:50 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Buy","","","","","","","","","",""
"351","2026-06-08 00:39:50 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"352","2026-06-08 00:39:50 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Sell","","","","","","","","","",""
"353","2026-06-08 00:39:50 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"354","2026-06-08 00:39:50 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Buy","","","","","","","","","",""
"355","2026-06-08 00:39:50 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"356","2026-06-08 00:39:50 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Buy","","","","","","","","","",""
"357","2026-06-08 00:39:50 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"358","2026-06-08 00:39:50 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Sell","","","","","","","","","",""
"359","2026-06-08 00:39:50 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"360","2026-06-08 00:39:50 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Sell","","","","","","","","","",""
"361","2026-06-08 00:39:50 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"362","2026-06-08 00:39:50 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Buy","","","","","","","","","",""
"363","2026-06-08 00:39:50 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"364","2026-06-08 00:39:50 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Buy","","","","","","","","","",""
"365","2026-06-08 00:39:50 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"366","2026-06-08 00:39:50 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Sell","","","","","","","","","",""
"367","2026-06-08 00:39:50 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"368","2026-06-08 00:39:50 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Sell","","","","","","","","","",""
"369","2026-06-08 00:39:50 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"370","2026-06-08 00:39:50 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Buy","","","","","","","","","",""
"371","2026-06-08 00:39:50 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"372","2026-06-08 00:39:50 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Sell","","","","","","","","","",""
"373","2026-06-08 00:39:50 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"374","2026-06-08 00:39:50 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Buy","","","","","","","","","",""
